id,name,Test,Result,BatchID,WOID,Status,FacilityID,SiteID
LIMS-338,LIMS-A121-WO-BPO9-9-17-LIMS,Microbiological Testing,96,BPO9-9-17,WO-BPO9-9-17-LIMS,Passed,F-1-S5,S5
LIMS-339,LIMS-A125-WO-BPO9-9-17-LIMS,Stability Testing,86,BPO9-9-17,WO-BPO9-9-17-LIMS,InProgress,F-1-S5,S5
LIMS-340,LIMS-A122-WO-BPO9-9-18-LIMS,Chemical Analysis,92,BPO9-9-18,WO-BPO9-9-18-LIMS,Passed,F-1-S5,S5
LIMS-341,LIMS-A125-WO-BPO9-9-18-LIMS,Stability Testing,94,BPO9-9-18,WO-BPO9-9-18-LIMS,Passed,F-1-S5,S5
LIMS-342,LIMS-A124-WO-BPO9-9-18-LIMS,Environmental Monitoring,100,BPO9-9-18,WO-BPO9-9-18-LIMS,Passed,F-1-S5,S5
LIMS-343,LIMS-A121-WO-BPO9-9-19-LIMS,Microbiological Testing,100,BPO9-9-19,WO-BPO9-9-19-LIMS,Passed,F-1-S5,S5
LIMS-344,LIMS-A125-WO-BPO9-9-19-LIMS,Stability Testing,98,BPO9-9-19,WO-BPO9-9-19-LIMS,Passed,F-1-S5,S5
LIMS-345,LIMS-A122-WO-BPO9-9-19-LIMS,Chemical Analysis,94,BPO9-9-19,WO-BPO9-9-19-LIMS,Passed,F-1-S5,S5
LIMS-346,LIMS-A125-WO-BPO9-9-20-LIMS,Stability Testing,96,BPO9-9-20,WO-BPO9-9-20-LIMS,Passed,F-1-S5,S5
LIMS-347,LIMS-A124-WO-BPO9-9-20-LIMS,Environmental Monitoring,99,BPO9-9-20,WO-BPO9-9-20-LIMS,Passed,F-1-S5,S5
LIMS-348,LIMS-A121-WO-BPO9-9-20-LIMS,Microbiological Testing,94,BPO9-9-20,WO-BPO9-9-20-LIMS,Passed,F-1-S5,S5
LIMS-349,LIMS-A122-WO-BPO10-10-1-LIMS,Chemical Analysis,98,BPO10-10-1,WO-BPO10-10-1-LIMS,Passed,F-1-S5,S5
LIMS-350,LIMS-A125-WO-BPO10-10-1-LIMS,Stability Testing,93,BPO10-10-1,WO-BPO10-10-1-LIMS,Passed,F-1-S5,S5
LIMS-351,LIMS-A124-WO-BPO10-10-1-LIMS,Environmental Monitoring,91,BPO10-10-1,WO-BPO10-10-1-LIMS,Passed,F-1-S5,S5
LIMS-352,LIMS-A123-WO-BPO10-10-2-LIMS,Physical Testing,100,BPO10-10-2,WO-BPO10-10-2-LIMS,Passed,F-1-S5,S5
LIMS-353,LIMS-A124-WO-BPO10-10-2-LIMS,Environmental Monitoring,91,BPO10-10-2,WO-BPO10-10-2-LIMS,Passed,F-1-S5,S5
LIMS-354,LIMS-A125-WO-BPO10-10-2-LIMS,Stability Testing,62,BPO10-10-2,WO-BPO10-10-2-LIMS,Failed,F-1-S5,S5
LIMS-355,LIMS-A122-WO-BPO10-10-3-LIMS,Chemical Analysis,99,BPO10-10-3,WO-BPO10-10-3-LIMS,Passed,F-1-S5,S5
LIMS-356,LIMS-A123-WO-BPO10-10-3-LIMS,Physical Testing,87,BPO10-10-3,WO-BPO10-10-3-LIMS,InProgress,F-1-S5,S5
LIMS-357,LIMS-A125-WO-BPO10-10-3-LIMS,Stability Testing,91,BPO10-10-3,WO-BPO10-10-3-LIMS,Passed,F-1-S5,S5
LIMS-358,LIMS-A121-WO-BPO10-10-4-LIMS,Microbiological Testing,92,BPO10-10-4,WO-BPO10-10-4-LIMS,Passed,F-1-S5,S5
LIMS-359,LIMS-A125-WO-BPO10-10-4-LIMS,Stability Testing,75,BPO10-10-4,WO-BPO10-10-4-LIMS,Failed,F-1-S5,S5
LIMS-360,LIMS-A122-WO-BPO10-10-4-LIMS,Chemical Analysis,92,BPO10-10-4,WO-BPO10-10-4-LIMS,Passed,F-1-S5,S5
LIMS-361,LIMS-A125-WO-BPO10-10-5-LIMS,Stability Testing,92,BPO10-10-5,WO-BPO10-10-5-LIMS,Passed,F-1-S5,S5
LIMS-362,LIMS-A124-WO-BPO10-10-5-LIMS,Environmental Monitoring,91,BPO10-10-5,WO-BPO10-10-5-LIMS,Passed,F-1-S5,S5
LIMS-363,LIMS-A122-WO-BPO10-10-5-LIMS,Chemical Analysis,94,BPO10-10-5,WO-BPO10-10-5-LIMS,Passed,F-1-S5,S5
LIMS-364,LIMS-A122-WO-BPO10-10-6-LIMS,Chemical Analysis,93,BPO10-10-6,WO-BPO10-10-6-LIMS,Passed,F-1-S5,S5
LIMS-365,LIMS-A123-WO-BPO10-10-6-LIMS,Physical Testing,92,BPO10-10-6,WO-BPO10-10-6-LIMS,Passed,F-1-S5,S5
LIMS-366,LIMS-A121-WO-BPO10-10-6-LIMS,Microbiological Testing,91,BPO10-10-6,WO-BPO10-10-6-LIMS,Passed,F-1-S5,S5
LIMS-367,LIMS-A125-WO-BPO10-10-7-LIMS,Stability Testing,91,BPO10-10-7,WO-BPO10-10-7-LIMS,Passed,F-1-S5,S5
LIMS-368,LIMS-A124-WO-BPO10-10-7-LIMS,Environmental Monitoring,100,BPO10-10-7,WO-BPO10-10-7-LIMS,Passed,F-1-S5,S5
LIMS-369,LIMS-A123-WO-BPO10-10-7-LIMS,Physical Testing,96,BPO10-10-7,WO-BPO10-10-7-LIMS,Passed,F-1-S5,S5
LIMS-370,LIMS-A123-WO-BPO10-10-8-LIMS,Physical Testing,94,BPO10-10-8,WO-BPO10-10-8-LIMS,Passed,F-1-S5,S5
LIMS-371,LIMS-A124-WO-BPO10-10-8-LIMS,Environmental Monitoring,91,BPO10-10-8,WO-BPO10-10-8-LIMS,Passed,F-1-S5,S5
LIMS-372,LIMS-A121-WO-BPO10-10-8-LIMS,Microbiological Testing,85,BPO10-10-8,WO-BPO10-10-8-LIMS,InProgress,F-1-S5,S5
LIMS-373,LIMS-A122-WO-BPO10-10-9-LIMS,Chemical Analysis,94,BPO10-10-9,WO-BPO10-10-9-LIMS,Passed,F-1-S5,S5
LIMS-374,LIMS-A121-WO-BPO10-10-9-LIMS,Microbiological Testing,92,BPO10-10-9,WO-BPO10-10-9-LIMS,Passed,F-1-S5,S5
LIMS-375,LIMS-A125-WO-BPO10-10-9-LIMS,Stability Testing,96,BPO10-10-9,WO-BPO10-10-9-LIMS,Passed,F-1-S5,S5
LIMS-376,LIMS-A121-WO-BPO10-10-10-LIMS,Microbiological Testing,93,BPO10-10-10,WO-BPO10-10-10-LIMS,Passed,F-1-S5,S5
LIMS-377,LIMS-A123-WO-BPO10-10-10-LIMS,Physical Testing,98,BPO10-10-10,WO-BPO10-10-10-LIMS,Passed,F-1-S5,S5
LIMS-378,LIMS-A122-WO-BPO10-10-10-LIMS,Chemical Analysis,100,BPO10-10-10,WO-BPO10-10-10-LIMS,Passed,F-1-S5,S5
LIMS-379,LIMS-A124-WO-BPO10-10-11-LIMS,Environmental Monitoring,98,BPO10-10-11,WO-BPO10-10-11-LIMS,Passed,F-1-S5,S5
LIMS-380,LIMS-A125-WO-BPO10-10-11-LIMS,Stability Testing,98,BPO10-10-11,WO-BPO10-10-11-LIMS,Passed,F-1-S5,S5
LIMS-381,LIMS-A122-WO-BPO10-10-11-LIMS,Chemical Analysis,98,BPO10-10-11,WO-BPO10-10-11-LIMS,Passed,F-1-S5,S5
LIMS-382,LIMS-A121-WO-BPO10-10-12-LIMS,Microbiological Testing,96,BPO10-10-12,WO-BPO10-10-12-LIMS,Passed,F-1-S5,S5
LIMS-383,LIMS-A122-WO-BPO10-10-12-LIMS,Chemical Analysis,92,BPO10-10-12,WO-BPO10-10-12-LIMS,Passed,F-1-S5,S5
LIMS-384,LIMS-A123-WO-BPO10-10-12-LIMS,Physical Testing,96,BPO10-10-12,WO-BPO10-10-12-LIMS,Passed,F-1-S5,S5
LIMS-385,LIMS-A122-WO-BPO10-10-13-LIMS,Chemical Analysis,96,BPO10-10-13,WO-BPO10-10-13-LIMS,Passed,F-1-S5,S5
LIMS-386,LIMS-A121-WO-BPO10-10-13-LIMS,Microbiological Testing,98,BPO10-10-13,WO-BPO10-10-13-LIMS,Passed,F-1-S5,S5
LIMS-387,LIMS-A123-WO-BPO10-10-13-LIMS,Physical Testing,97,BPO10-10-13,WO-BPO10-10-13-LIMS,Passed,F-1-S5,S5
LIMS-388,LIMS-A122-WO-BPO10-10-14-LIMS,Chemical Analysis,92,BPO10-10-14,WO-BPO10-10-14-LIMS,Passed,F-1-S5,S5
LIMS-389,LIMS-A123-WO-BPO10-10-14-LIMS,Physical Testing,84,BPO10-10-14,WO-BPO10-10-14-LIMS,InProgress,F-1-S5,S5
LIMS-390,LIMS-A124-WO-BPO10-10-14-LIMS,Environmental Monitoring,95,BPO10-10-14,WO-BPO10-10-14-LIMS,Passed,F-1-S5,S5
LIMS-391,LIMS-A22-WO-BPO11-11-1-LIMS,Chemical Analysis,94,BPO11-11-1,WO-BPO11-11-1-LIMS,Passed,F-1-S1,S1
LIMS-392,LIMS-A21-WO-BPO11-11-1-LIMS,Microbiological Testing,100,BPO11-11-1,WO-BPO11-11-1-LIMS,Passed,F-1-S1,S1
LIMS-393,LIMS-A23-WO-BPO11-11-1-LIMS,Physical Testing,93,BPO11-11-1,WO-BPO11-11-1-LIMS,Passed,F-1-S1,S1
LIMS-394,LIMS-A21-WO-BPO11-11-2-LIMS,Microbiological Testing,98,BPO11-11-2,WO-BPO11-11-2-LIMS,Passed,F-1-S1,S1
LIMS-395,LIMS-A25-WO-BPO11-11-2-LIMS,Stability Testing,99,BPO11-11-2,WO-BPO11-11-2-LIMS,Passed,F-1-S1,S1
LIMS-396,LIMS-A22-WO-BPO11-11-2-LIMS,Chemical Analysis,95,BPO11-11-2,WO-BPO11-11-2-LIMS,Passed,F-1-S1,S1
LIMS-397,LIMS-A25-WO-BPO11-11-3-LIMS,Stability Testing,63,BPO11-11-3,WO-BPO11-11-3-LIMS,Failed,F-1-S1,S1
LIMS-398,LIMS-A22-WO-BPO11-11-3-LIMS,Chemical Analysis,98,BPO11-11-3,WO-BPO11-11-3-LIMS,Passed,F-1-S1,S1
LIMS-399,LIMS-A23-WO-BPO11-11-3-LIMS,Physical Testing,96,BPO11-11-3,WO-BPO11-11-3-LIMS,Passed,F-1-S1,S1
LIMS-400,LIMS-A23-WO-BPO11-11-4-LIMS,Physical Testing,95,BPO11-11-4,WO-BPO11-11-4-LIMS,Passed,F-1-S1,S1
LIMS-401,LIMS-A22-WO-BPO11-11-4-LIMS,Chemical Analysis,96,BPO11-11-4,WO-BPO11-11-4-LIMS,Passed,F-1-S1,S1
LIMS-402,LIMS-A21-WO-BPO11-11-4-LIMS,Microbiological Testing,94,BPO11-11-4,WO-BPO11-11-4-LIMS,Passed,F-1-S1,S1
LIMS-403,LIMS-A25-WO-BPO11-11-5-LIMS,Stability Testing,98,BPO11-11-5,WO-BPO11-11-5-LIMS,Passed,F-1-S1,S1
LIMS-404,LIMS-A22-WO-BPO11-11-5-LIMS,Chemical Analysis,100,BPO11-11-5,WO-BPO11-11-5-LIMS,Passed,F-1-S1,S1
LIMS-405,LIMS-A24-WO-BPO11-11-5-LIMS,Environmental Monitoring,97,BPO11-11-5,WO-BPO11-11-5-LIMS,Passed,F-1-S1,S1
LIMS-406,LIMS-A23-WO-BPO11-11-6-LIMS,Physical Testing,93,BPO11-11-6,WO-BPO11-11-6-LIMS,Passed,F-1-S1,S1
LIMS-407,LIMS-A21-WO-BPO11-11-6-LIMS,Microbiological Testing,70,BPO11-11-6,WO-BPO11-11-6-LIMS,Failed,F-1-S1,S1
LIMS-408,LIMS-A25-WO-BPO11-11-6-LIMS,Stability Testing,64,BPO11-11-6,WO-BPO11-11-6-LIMS,Failed,F-1-S1,S1
LIMS-409,LIMS-A23-WO-BPO11-11-7-LIMS,Physical Testing,93,BPO11-11-7,WO-BPO11-11-7-LIMS,Passed,F-1-S1,S1
LIMS-410,LIMS-A25-WO-BPO11-11-7-LIMS,Stability Testing,97,BPO11-11-7,WO-BPO11-11-7-LIMS,Passed,F-1-S1,S1
LIMS-411,LIMS-A21-WO-BPO11-11-7-LIMS,Microbiological Testing,97,BPO11-11-7,WO-BPO11-11-7-LIMS,Passed,F-1-S1,S1
LIMS-412,LIMS-A21-WO-BPO11-11-8-LIMS,Microbiological Testing,97,BPO11-11-8,WO-BPO11-11-8-LIMS,Passed,F-1-S1,S1
LIMS-413,LIMS-A23-WO-BPO11-11-8-LIMS,Physical Testing,99,BPO11-11-8,WO-BPO11-11-8-LIMS,Passed,F-1-S1,S1
LIMS-414,LIMS-A24-WO-BPO11-11-8-LIMS,Environmental Monitoring,99,BPO11-11-8,WO-BPO11-11-8-LIMS,Passed,F-1-S1,S1
LIMS-415,LIMS-A21-WO-BPO11-11-9-LIMS,Microbiological Testing,97,BPO11-11-9,WO-BPO11-11-9-LIMS,Passed,F-1-S1,S1
LIMS-416,LIMS-A23-WO-BPO11-11-9-LIMS,Physical Testing,99,BPO11-11-9,WO-BPO11-11-9-LIMS,Passed,F-1-S1,S1
LIMS-417,LIMS-A25-WO-BPO11-11-9-LIMS,Stability Testing,100,BPO11-11-9,WO-BPO11-11-9-LIMS,Passed,F-1-S1,S1
LIMS-418,LIMS-A25-WO-BPO11-11-10-LIMS,Stability Testing,92,BPO11-11-10,WO-BPO11-11-10-LIMS,Passed,F-1-S1,S1
LIMS-419,LIMS-A23-WO-BPO11-11-10-LIMS,Physical Testing,98,BPO11-11-10,WO-BPO11-11-10-LIMS,Passed,F-1-S1,S1
LIMS-420,LIMS-A21-WO-BPO11-11-10-LIMS,Microbiological Testing,89,BPO11-11-10,WO-BPO11-11-10-LIMS,InProgress,F-1-S1,S1
LIMS-421,LIMS-A24-WO-BPO11-11-11-LIMS,Environmental Monitoring,94,BPO11-11-11,WO-BPO11-11-11-LIMS,Passed,F-1-S1,S1
LIMS-422,LIMS-A25-WO-BPO11-11-11-LIMS,Stability Testing,97,BPO11-11-11,WO-BPO11-11-11-LIMS,Passed,F-1-S1,S1
LIMS-423,LIMS-A23-WO-BPO11-11-11-LIMS,Physical Testing,96,BPO11-11-11,WO-BPO11-11-11-LIMS,Passed,F-1-S1,S1
LIMS-424,LIMS-A22-WO-BPO11-11-12-LIMS,Chemical Analysis,91,BPO11-11-12,WO-BPO11-11-12-LIMS,Passed,F-1-S1,S1
LIMS-425,LIMS-A24-WO-BPO11-11-12-LIMS,Environmental Monitoring,71,BPO11-11-12,WO-BPO11-11-12-LIMS,Failed,F-1-S1,S1
LIMS-426,LIMS-A23-WO-BPO11-11-12-LIMS,Physical Testing,91,BPO11-11-12,WO-BPO11-11-12-LIMS,Passed,F-1-S1,S1
LIMS-427,LIMS-A24-WO-BPO11-11-13-LIMS,Environmental Monitoring,99,BPO11-11-13,WO-BPO11-11-13-LIMS,Passed,F-1-S1,S1
LIMS-428,LIMS-A25-WO-BPO11-11-13-LIMS,Stability Testing,93,BPO11-11-13,WO-BPO11-11-13-LIMS,Passed,F-1-S1,S1
LIMS-429,LIMS-A23-WO-BPO11-11-13-LIMS,Physical Testing,96,BPO11-11-13,WO-BPO11-11-13-LIMS,Passed,F-1-S1,S1
LIMS-430,LIMS-A24-WO-BPO11-11-14-LIMS,Environmental Monitoring,96,BPO11-11-14,WO-BPO11-11-14-LIMS,Passed,F-1-S1,S1
LIMS-431,LIMS-A22-WO-BPO11-11-14-LIMS,Chemical Analysis,97,BPO11-11-14,WO-BPO11-11-14-LIMS,Passed,F-1-S1,S1
LIMS-432,LIMS-A25-WO-BPO11-11-14-LIMS,Stability Testing,81,BPO11-11-14,WO-BPO11-11-14-LIMS,InProgress,F-1-S1,S1
LIMS-433,LIMS-A21-WO-BPO11-11-15-LIMS,Microbiological Testing,94,BPO11-11-15,WO-BPO11-11-15-LIMS,Passed,F-1-S1,S1
LIMS-434,LIMS-A23-WO-BPO11-11-15-LIMS,Physical Testing,93,BPO11-11-15,WO-BPO11-11-15-LIMS,Passed,F-1-S1,S1
LIMS-435,LIMS-A24-WO-BPO11-11-15-LIMS,Environmental Monitoring,95,BPO11-11-15,WO-BPO11-11-15-LIMS,Passed,F-1-S1,S1
LIMS-436,LIMS-A25-WO-BPO11-11-16-LIMS,Stability Testing,95,BPO11-11-16,WO-BPO11-11-16-LIMS,Passed,F-1-S1,S1
LIMS-437,LIMS-A23-WO-BPO11-11-16-LIMS,Physical Testing,100,BPO11-11-16,WO-BPO11-11-16-LIMS,Passed,F-1-S1,S1
LIMS-438,LIMS-A22-WO-BPO11-11-16-LIMS,Chemical Analysis,97,BPO11-11-16,WO-BPO11-11-16-LIMS,Passed,F-1-S1,S1
LIMS-439,LIMS-A22-WO-BPO11-11-17-LIMS,Chemical Analysis,94,BPO11-11-17,WO-BPO11-11-17-LIMS,Passed,F-1-S1,S1
LIMS-440,LIMS-A23-WO-BPO11-11-17-LIMS,Physical Testing,82,BPO11-11-17,WO-BPO11-11-17-LIMS,InProgress,F-1-S1,S1
LIMS-441,LIMS-A21-WO-BPO11-11-17-LIMS,Microbiological Testing,91,BPO11-11-17,WO-BPO11-11-17-LIMS,Passed,F-1-S1,S1
LIMS-442,LIMS-A22-WO-BPO11-11-18-LIMS,Chemical Analysis,93,BPO11-11-18,WO-BPO11-11-18-LIMS,Passed,F-1-S1,S1
LIMS-443,LIMS-A21-WO-BPO11-11-18-LIMS,Microbiological Testing,94,BPO11-11-18,WO-BPO11-11-18-LIMS,Passed,F-1-S1,S1
LIMS-444,LIMS-A24-WO-BPO11-11-18-LIMS,Environmental Monitoring,95,BPO11-11-18,WO-BPO11-11-18-LIMS,Passed,F-1-S1,S1
LIMS-445,LIMS-A25-WO-BPO11-11-19-LIMS,Stability Testing,91,BPO11-11-19,WO-BPO11-11-19-LIMS,Passed,F-1-S1,S1
LIMS-446,LIMS-A21-WO-BPO11-11-19-LIMS,Microbiological Testing,95,BPO11-11-19,WO-BPO11-11-19-LIMS,Passed,F-1-S1,S1
LIMS-447,LIMS-A23-WO-BPO11-11-19-LIMS,Physical Testing,93,BPO11-11-19,WO-BPO11-11-19-LIMS,Passed,F-1-S1,S1
LIMS-448,LIMS-A23-WO-BPO11-11-20-LIMS,Physical Testing,95,BPO11-11-20,WO-BPO11-11-20-LIMS,Passed,F-1-S1,S1
LIMS-449,LIMS-A24-WO-BPO11-11-20-LIMS,Environmental Monitoring,91,BPO11-11-20,WO-BPO11-11-20-LIMS,Passed,F-1-S1,S1
LIMS-450,LIMS-A22-WO-BPO11-11-20-LIMS,Chemical Analysis,99,BPO11-11-20,WO-BPO11-11-20-LIMS,Passed,F-1-S1,S1
LIMS-451,LIMS-A124-WO-BPO12-12-1-LIMS,Environmental Monitoring,93,BPO12-12-1,WO-BPO12-12-1-LIMS,Passed,F-1-S5,S5
LIMS-452,LIMS-A125-WO-BPO12-12-1-LIMS,Stability Testing,96,BPO12-12-1,WO-BPO12-12-1-LIMS,Passed,F-1-S5,S5
LIMS-453,LIMS-A121-WO-BPO12-12-1-LIMS,Microbiological Testing,94,BPO12-12-1,WO-BPO12-12-1-LIMS,Passed,F-1-S5,S5
LIMS-454,LIMS-A121-WO-BPO12-12-2-LIMS,Microbiological Testing,98,BPO12-12-2,WO-BPO12-12-2-LIMS,Passed,F-1-S5,S5
LIMS-455,LIMS-A124-WO-BPO12-12-2-LIMS,Environmental Monitoring,97,BPO12-12-2,WO-BPO12-12-2-LIMS,Passed,F-1-S5,S5
LIMS-456,LIMS-A125-WO-BPO12-12-2-LIMS,Stability Testing,98,BPO12-12-2,WO-BPO12-12-2-LIMS,Passed,F-1-S5,S5
LIMS-457,LIMS-A123-WO-BPO12-12-3-LIMS,Physical Testing,91,BPO12-12-3,WO-BPO12-12-3-LIMS,Passed,F-1-S5,S5
LIMS-458,LIMS-A124-WO-BPO12-12-3-LIMS,Environmental Monitoring,92,BPO12-12-3,WO-BPO12-12-3-LIMS,Passed,F-1-S5,S5
LIMS-459,LIMS-A121-WO-BPO12-12-3-LIMS,Microbiological Testing,92,BPO12-12-3,WO-BPO12-12-3-LIMS,Passed,F-1-S5,S5
LIMS-460,LIMS-A125-WO-BPO12-12-4-LIMS,Stability Testing,97,BPO12-12-4,WO-BPO12-12-4-LIMS,Passed,F-1-S5,S5
LIMS-461,LIMS-A121-WO-BPO12-12-4-LIMS,Microbiological Testing,99,BPO12-12-4,WO-BPO12-12-4-LIMS,Passed,F-1-S5,S5
LIMS-462,LIMS-A123-WO-BPO12-12-4-LIMS,Physical Testing,100,BPO12-12-4,WO-BPO12-12-4-LIMS,Passed,F-1-S5,S5
LIMS-463,LIMS-A121-WO-BPO12-12-5-LIMS,Microbiological Testing,93,BPO12-12-5,WO-BPO12-12-5-LIMS,Passed,F-1-S5,S5
LIMS-464,LIMS-A123-WO-BPO12-12-5-LIMS,Physical Testing,99,BPO12-12-5,WO-BPO12-12-5-LIMS,Passed,F-1-S5,S5
LIMS-465,LIMS-A124-WO-BPO12-12-5-LIMS,Environmental Monitoring,95,BPO12-12-5,WO-BPO12-12-5-LIMS,Passed,F-1-S5,S5
LIMS-466,LIMS-A125-WO-BPO12-12-6-LIMS,Stability Testing,96,BPO12-12-6,WO-BPO12-12-6-LIMS,Passed,F-1-S5,S5
LIMS-467,LIMS-A121-WO-BPO12-12-6-LIMS,Microbiological Testing,93,BPO12-12-6,WO-BPO12-12-6-LIMS,Passed,F-1-S5,S5
LIMS-468,LIMS-A122-WO-BPO12-12-6-LIMS,Chemical Analysis,96,BPO12-12-6,WO-BPO12-12-6-LIMS,Passed,F-1-S5,S5
LIMS-469,LIMS-A122-WO-BPO12-12-7-LIMS,Chemical Analysis,81,BPO12-12-7,WO-BPO12-12-7-LIMS,InProgress,F-1-S5,S5
LIMS-470,LIMS-A121-WO-BPO12-12-7-LIMS,Microbiological Testing,98,BPO12-12-7,WO-BPO12-12-7-LIMS,Passed,F-1-S5,S5
LIMS-471,LIMS-A125-WO-BPO12-12-7-LIMS,Stability Testing,82,BPO12-12-7,WO-BPO12-12-7-LIMS,InProgress,F-1-S5,S5
LIMS-472,LIMS-A122-WO-BPO12-12-8-LIMS,Chemical Analysis,91,BPO12-12-8,WO-BPO12-12-8-LIMS,Passed,F-1-S5,S5
LIMS-473,LIMS-A123-WO-BPO12-12-8-LIMS,Physical Testing,97,BPO12-12-8,WO-BPO12-12-8-LIMS,Passed,F-1-S5,S5
LIMS-474,LIMS-A124-WO-BPO12-12-8-LIMS,Environmental Monitoring,97,BPO12-12-8,WO-BPO12-12-8-LIMS,Passed,F-1-S5,S5
LIMS-475,LIMS-A121-WO-BPO12-12-9-LIMS,Microbiological Testing,92,BPO12-12-9,WO-BPO12-12-9-LIMS,Passed,F-1-S5,S5
LIMS-476,LIMS-A122-WO-BPO12-12-9-LIMS,Chemical Analysis,92,BPO12-12-9,WO-BPO12-12-9-LIMS,Passed,F-1-S5,S5
LIMS-477,LIMS-A123-WO-BPO12-12-9-LIMS,Physical Testing,99,BPO12-12-9,WO-BPO12-12-9-LIMS,Passed,F-1-S5,S5
LIMS-478,LIMS-A122-WO-BPO12-12-10-LIMS,Chemical Analysis,100,BPO12-12-10,WO-BPO12-12-10-LIMS,Passed,F-1-S5,S5
LIMS-479,LIMS-A124-WO-BPO12-12-10-LIMS,Environmental Monitoring,97,BPO12-12-10,WO-BPO12-12-10-LIMS,Passed,F-1-S5,S5
LIMS-480,LIMS-A123-WO-BPO12-12-10-LIMS,Physical Testing,94,BPO12-12-10,WO-BPO12-12-10-LIMS,Passed,F-1-S5,S5
LIMS-481,LIMS-A121-WO-BPO12-12-11-LIMS,Microbiological Testing,87,BPO12-12-11,WO-BPO12-12-11-LIMS,InProgress,F-1-S5,S5
LIMS-482,LIMS-A123-WO-BPO12-12-11-LIMS,Physical Testing,91,BPO12-12-11,WO-BPO12-12-11-LIMS,Passed,F-1-S5,S5
LIMS-483,LIMS-A125-WO-BPO12-12-11-LIMS,Stability Testing,96,BPO12-12-11,WO-BPO12-12-11-LIMS,Passed,F-1-S5,S5
LIMS-484,LIMS-A125-WO-BPO12-12-12-LIMS,Stability Testing,93,BPO12-12-12,WO-BPO12-12-12-LIMS,Passed,F-1-S5,S5
LIMS-485,LIMS-A124-WO-BPO12-12-12-LIMS,Environmental Monitoring,93,BPO12-12-12,WO-BPO12-12-12-LIMS,Passed,F-1-S5,S5
LIMS-486,LIMS-A122-WO-BPO12-12-12-LIMS,Chemical Analysis,97,BPO12-12-12,WO-BPO12-12-12-LIMS,Passed,F-1-S5,S5
LIMS-487,LIMS-A125-WO-BPO12-12-13-LIMS,Stability Testing,93,BPO12-12-13,WO-BPO12-12-13-LIMS,Passed,F-1-S5,S5
LIMS-488,LIMS-A124-WO-BPO12-12-13-LIMS,Environmental Monitoring,95,BPO12-12-13,WO-BPO12-12-13-LIMS,Passed,F-1-S5,S5
LIMS-489,LIMS-A121-WO-BPO12-12-13-LIMS,Microbiological Testing,92,BPO12-12-13,WO-BPO12-12-13-LIMS,Passed,F-1-S5,S5
LIMS-490,LIMS-A121-WO-BPO12-12-14-LIMS,Microbiological Testing,85,BPO12-12-14,WO-BPO12-12-14-LIMS,InProgress,F-1-S5,S5
LIMS-491,LIMS-A125-WO-BPO12-12-14-LIMS,Stability Testing,93,BPO12-12-14,WO-BPO12-12-14-LIMS,Passed,F-1-S5,S5
LIMS-492,LIMS-A124-WO-BPO12-12-14-LIMS,Environmental Monitoring,74,BPO12-12-14,WO-BPO12-12-14-LIMS,Failed,F-1-S5,S5
LIMS-493,LIMS-A124-WO-BPO12-12-15-LIMS,Environmental Monitoring,81,BPO12-12-15,WO-BPO12-12-15-LIMS,InProgress,F-1-S5,S5
LIMS-494,LIMS-A122-WO-BPO12-12-15-LIMS,Chemical Analysis,99,BPO12-12-15,WO-BPO12-12-15-LIMS,Passed,F-1-S5,S5
LIMS-495,LIMS-A123-WO-BPO12-12-15-LIMS,Physical Testing,93,BPO12-12-15,WO-BPO12-12-15-LIMS,Passed,F-1-S5,S5
LIMS-496,LIMS-A122-WO-BPO12-12-16-LIMS,Chemical Analysis,100,BPO12-12-16,WO-BPO12-12-16-LIMS,Passed,F-1-S5,S5
LIMS-497,LIMS-A124-WO-BPO12-12-16-LIMS,Environmental Monitoring,94,BPO12-12-16,WO-BPO12-12-16-LIMS,Passed,F-1-S5,S5
LIMS-498,LIMS-A125-WO-BPO12-12-16-LIMS,Stability Testing,98,BPO12-12-16,WO-BPO12-12-16-LIMS,Passed,F-1-S5,S5
LIMS-499,LIMS-A102-WO-BPO13-13-1-LIMS,Environmental Monitoring,89,BPO13-13-1,WO-BPO13-13-1-LIMS,InProgress,F-1-S4,S4
LIMS-500,LIMS-A101-WO-BPO13-13-1-LIMS,Physical Testing,83,BPO13-13-1,WO-BPO13-13-1-LIMS,InProgress,F-1-S4,S4
LIMS-501,LIMS-A99-WO-BPO13-13-1-LIMS,Microbiological Testing,99,BPO13-13-1,WO-BPO13-13-1-LIMS,Passed,F-1-S4,S4
LIMS-502,LIMS-A101-WO-BPO13-13-2-LIMS,Physical Testing,72,BPO13-13-2,WO-BPO13-13-2-LIMS,Failed,F-1-S4,S4
LIMS-503,LIMS-A102-WO-BPO13-13-2-LIMS,Environmental Monitoring,91,BPO13-13-2,WO-BPO13-13-2-LIMS,Passed,F-1-S4,S4
LIMS-504,LIMS-A103-WO-BPO13-13-2-LIMS,Stability Testing,93,BPO13-13-2,WO-BPO13-13-2-LIMS,Passed,F-1-S4,S4
LIMS-505,LIMS-A101-WO-BPO13-13-3-LIMS,Physical Testing,97,BPO13-13-3,WO-BPO13-13-3-LIMS,Passed,F-1-S4,S4
LIMS-506,LIMS-A102-WO-BPO13-13-3-LIMS,Environmental Monitoring,91,BPO13-13-3,WO-BPO13-13-3-LIMS,Passed,F-1-S4,S4
