id,Name,WOType,Task,POID,ProductID,BatchID,AssetType,AssetID,Status,StartDate,EndDate,FacilityID,SiteID,UnitProcedureID,BatchQty
WO-BPO12-12-7-LIMS,BPO12-12-7-LIMS-P1009-F-1-S2,LIMS,Chemical Analysis,PO12,P1009,BPO12-12-7,HPLC,A37,Cancelled,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-2-CHA,40
WO-BPO12-12-7-LIMS,BPO12-12-7-LIMS-P1009-F-1-S2,LIMS,Physical Testing,PO12,P1009,BPO12-12-7,Particle Size Analyzers,A38,Planned,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-3-PHT,40
WO-BPO12-12-7-LIMS,BPO12-12-7-LIMS-P1009-F-1-S2,LIMS,Environmental Monitoring,PO12,P1009,BPO12-12-7,Air Particle Counters,A39,In Progress,2024-06-03 09:50:15.755386,2024-06-13 09:50:18.394984,F-1-S2,S2,LI-4-ENM,40
WO-BPO12-12-8-Production-stage1,BPO12-12-8-Production-stage1-P1009-F-1-S2,Production-stage1,Blending,PO12,P1009,BPO12-12-8,Blenders,A28,In Progress,2024-06-03 09:50:15.755386,2024-06-13 09:50:18.396987,F-1-S2,S2,PR-4-BLB,40
WO-BPO12-12-8-Production-stage1,BPO12-12-8-Production-stage1-P1009-F-1-S2,Production-stage1,Granulation,PO12,P1009,BPO12-12-8,Granulators,A26,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-2-GRG,40
WO-BPO12-12-8-Production-stage1,BPO12-12-8-Production-stage1-P1009-F-1-S2,Production-stage1,Distillation equipment,PO12,P1009,BPO12-12-8,Distillation equipment,A30,Planned,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-7-DIE,40
WO-BPO12-12-8-LIMS,BPO12-12-8-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO12,P1009,BPO12-12-8,Temperature and Humidity Controllers,A40,Cancelled,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-5-STT,40
WO-BPO12-12-8-LIMS,BPO12-12-8-LIMS-P1009-F-1-S2,LIMS,Physical Testing,PO12,P1009,BPO12-12-8,Particle Size Analyzers,A38,In Progress,2024-06-03 09:50:15.755386,2024-06-13 09:50:18.402986,F-1-S2,S2,LI-3-PHT,40
WO-BPO12-12-8-LIMS,BPO12-12-8-LIMS-P1009-F-1-S2,LIMS,Microbiological Testing,PO12,P1009,BPO12-12-8,Incubators,A36,Planned,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-1-MIT,40
WO-BPO12-12-9-Production-stage1,BPO12-12-9-Production-stage1-P1009-F-1-S2,Production-stage1,Blending,PO12,P1009,BPO12-12-9,Blenders,A28,Cancelled,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-4-BLB,40
WO-BPO12-12-9-Production-stage1,BPO12-12-9-Production-stage1-P1009-F-1-S2,Production-stage1,Reactors,PO12,P1009,BPO12-12-9,Reactors,A29,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-6-RER,40
WO-BPO12-12-9-Production-stage1,BPO12-12-9-Production-stage1-P1009-F-1-S2,Production-stage1,Granulation,PO12,P1009,BPO12-12-9,Granulators,A26,Cancelled,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-2-GRG,40
WO-BPO12-12-9-LIMS,BPO12-12-9-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO12,P1009,BPO12-12-9,Temperature and Humidity Controllers,A40,In Progress,2024-06-03 09:50:15.755386,2024-06-13 09:50:18.411987,F-1-S2,S2,LI-5-STT,40
WO-BPO12-12-9-LIMS,BPO12-12-9-LIMS-P1009-F-1-S2,LIMS,Environmental Monitoring,PO12,P1009,BPO12-12-9,Air Particle Counters,A39,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-4-ENM,40
WO-BPO12-12-9-LIMS,BPO12-12-9-LIMS-P1009-F-1-S2,LIMS,Physical Testing,PO12,P1009,BPO12-12-9,Particle Size Analyzers,A38,Cancelled,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-3-PHT,40
WO-BPO12-12-10-Production-stage1,BPO12-12-10-Production-stage1-P1009-F-1-S2,Production-stage1,Reactors,PO12,P1009,BPO12-12-10,Reactors,A29,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-6-RER,40
WO-BPO12-12-10-Production-stage1,BPO12-12-10-Production-stage1-P1009-F-1-S2,Production-stage1,Granulation,PO12,P1009,BPO12-12-10,Granulators,A26,Cancelled,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-2-GRG,40
WO-BPO12-12-10-Production-stage1,BPO12-12-10-Production-stage1-P1009-F-1-S2,Production-stage1,Mixing ingredients,PO12,P1009,BPO12-12-10,Mixers,A25,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-1-MII,40
WO-BPO12-12-10-LIMS,BPO12-12-10-LIMS-P1009-F-1-S2,LIMS,Physical Testing,PO12,P1009,BPO12-12-10,Particle Size Analyzers,A38,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-3-PHT,40
WO-BPO12-12-10-LIMS,BPO12-12-10-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO12,P1009,BPO12-12-10,Temperature and Humidity Controllers,A40,On Hold,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-5-STT,40
WO-BPO12-12-10-LIMS,BPO12-12-10-LIMS-P1009-F-1-S2,LIMS,Chemical Analysis,PO12,P1009,BPO12-12-10,HPLC,A37,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-2-CHA,40
WO-BPO12-12-11-Production-stage1,BPO12-12-11-Production-stage1-P1009-F-1-S2,Production-stage1,Mixing ingredients,PO12,P1009,BPO12-12-11,Mixers,A25,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-1-MII,40
WO-BPO12-12-11-Production-stage1,BPO12-12-11-Production-stage1-P1009-F-1-S2,Production-stage1,Blending,PO12,P1009,BPO12-12-11,Blenders,A28,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-4-BLB,40
WO-BPO12-12-11-Production-stage1,BPO12-12-11-Production-stage1-P1009-F-1-S2,Production-stage1,Milling,PO12,P1009,BPO12-12-11,Mills,A27,Planned,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-3-MIM,40
WO-BPO12-12-11-LIMS,BPO12-12-11-LIMS-P1009-F-1-S2,LIMS,Chemical Analysis,PO12,P1009,BPO12-12-11,HPLC,A37,On Hold,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-2-CHA,40
WO-BPO12-12-11-LIMS,BPO12-12-11-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO12,P1009,BPO12-12-11,Temperature and Humidity Controllers,A40,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-5-STT,40
WO-BPO12-12-11-LIMS,BPO12-12-11-LIMS-P1009-F-1-S2,LIMS,Physical Testing,PO12,P1009,BPO12-12-11,Particle Size Analyzers,A38,In Progress,2024-06-03 09:50:15.755386,2024-06-13 09:50:18.432990,F-1-S2,S2,LI-3-PHT,40
WO-BPO12-12-12-Production-stage1,BPO12-12-12-Production-stage1-P1009-F-1-S2,Production-stage1,Milling,PO12,P1009,BPO12-12-12,Mills,A27,Planned,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-3-MIM,40
WO-BPO12-12-12-Production-stage1,BPO12-12-12-Production-stage1-P1009-F-1-S2,Production-stage1,Granulation,PO12,P1009,BPO12-12-12,Granulators,A26,In Progress,2024-06-03 09:50:15.755386,2024-06-13 09:50:18.435985,F-1-S2,S2,PR-2-GRG,40
WO-BPO12-12-12-LIMS,BPO12-12-12-LIMS-P1009-F-1-S2,LIMS,Physical Testing,PO12,P1009,BPO12-12-12,Particle Size Analyzers,A38,In Progress,2024-06-03 09:50:15.755386,2024-06-13 09:50:18.439997,F-1-S2,S2,LI-3-PHT,40
WO-BPO12-12-12-LIMS,BPO12-12-12-LIMS-P1009-F-1-S2,LIMS,Environmental Monitoring,PO12,P1009,BPO12-12-12,Air Particle Counters,A39,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-4-ENM,40
WO-BPO12-12-12-LIMS,BPO12-12-12-LIMS-P1009-F-1-S2,LIMS,Microbiological Testing,PO12,P1009,BPO12-12-12,Incubators,A36,Planned,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-1-MIT,40
WO-BPO12-12-13-Production-stage1,BPO12-12-13-Production-stage1-P1009-F-1-S2,Production-stage1,Mixing ingredients,PO12,P1009,BPO12-12-13,Mixers,A25,In Progress,2024-06-03 09:50:15.755386,2024-06-13 09:50:18.445215,F-1-S2,S2,PR-1-MII,40
WO-BPO12-12-13-Production-stage1,BPO12-12-13-Production-stage1-P1009-F-1-S2,Production-stage1,Distillation equipment,PO12,P1009,BPO12-12-13,Distillation equipment,A30,Cancelled,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-7-DIE,40
WO-BPO12-12-13-LIMS,BPO12-12-13-LIMS-P1009-F-1-S2,LIMS,Environmental Monitoring,PO12,P1009,BPO12-12-13,Air Particle Counters,A39,On Hold,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-4-ENM,40
WO-BPO12-12-13-LIMS,BPO12-12-13-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO12,P1009,BPO12-12-13,Temperature and Humidity Controllers,A40,Cancelled,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-5-STT,40
WO-BPO12-12-13-LIMS,BPO12-12-13-LIMS-P1009-F-1-S2,LIMS,Chemical Analysis,PO12,P1009,BPO12-12-13,HPLC,A37,On Hold,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-2-CHA,40
WO-BPO12-12-14-Production-stage1,BPO12-12-14-Production-stage1-P1009-F-1-S2,Production-stage1,Milling,PO12,P1009,BPO12-12-14,Mills,A27,Cancelled,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-3-MIM,40
WO-BPO12-12-14-Production-stage1,BPO12-12-14-Production-stage1-P1009-F-1-S2,Production-stage1,Blending,PO12,P1009,BPO12-12-14,Blenders,A28,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-4-BLB,40
WO-BPO12-12-14-Production-stage1,BPO12-12-14-Production-stage1-P1009-F-1-S2,Production-stage1,Distillation equipment,PO12,P1009,BPO12-12-14,Distillation equipment,A30,In Progress,2024-06-03 09:50:15.755386,2024-06-13 09:50:18.455226,F-1-S2,S2,PR-7-DIE,40
WO-BPO12-12-14-LIMS,BPO12-12-14-LIMS-P1009-F-1-S2,LIMS,Chemical Analysis,PO12,P1009,BPO12-12-14,HPLC,A37,On Hold,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-2-CHA,40
WO-BPO12-12-14-LIMS,BPO12-12-14-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO12,P1009,BPO12-12-14,Temperature and Humidity Controllers,A40,Planned,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-5-STT,40
WO-BPO12-12-14-LIMS,BPO12-12-14-LIMS-P1009-F-1-S2,LIMS,Environmental Monitoring,PO12,P1009,BPO12-12-14,Air Particle Counters,A39,On Hold,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-4-ENM,40
WO-BPO12-12-15-Production-stage1,BPO12-12-15-Production-stage1-P1009-F-1-S2,Production-stage1,Milling,PO12,P1009,BPO12-12-15,Mills,A27,Planned,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-3-MIM,40
WO-BPO12-12-15-Production-stage1,BPO12-12-15-Production-stage1-P1009-F-1-S2,Production-stage1,Distillation equipment,PO12,P1009,BPO12-12-15,Distillation equipment,A30,Planned,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-7-DIE,40
WO-BPO12-12-15-LIMS,BPO12-12-15-LIMS-P1009-F-1-S2,LIMS,Physical Testing,PO12,P1009,BPO12-12-15,Particle Size Analyzers,A38,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-3-PHT,40
WO-BPO12-12-15-LIMS,BPO12-12-15-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO12,P1009,BPO12-12-15,Temperature and Humidity Controllers,A40,Cancelled,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-5-STT,40
WO-BPO12-12-15-LIMS,BPO12-12-15-LIMS-P1009-F-1-S2,LIMS,Microbiological Testing,PO12,P1009,BPO12-12-15,Incubators,A36,In Progress,2024-06-03 09:50:15.755386,2024-06-13 09:50:18.471783,F-1-S2,S2,LI-1-MIT,40
WO-BPO12-12-16-Production-stage1,BPO12-12-16-Production-stage1-P1009-F-1-S2,Production-stage1,Reactors,PO12,P1009,BPO12-12-16,Reactors,A29,On Hold,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-6-RER,40
WO-BPO12-12-16-Production-stage1,BPO12-12-16-Production-stage1-P1009-F-1-S2,Production-stage1,Blending,PO12,P1009,BPO12-12-16,Blenders,A28,In Progress,2024-06-03 09:50:15.755386,2024-06-13 09:50:18.476717,F-1-S2,S2,PR-4-BLB,40
WO-BPO12-12-16-Production-stage1,BPO12-12-16-Production-stage1-P1009-F-1-S2,Production-stage1,Distillation equipment,PO12,P1009,BPO12-12-16,Distillation equipment,A30,In Progress,2024-06-03 09:50:15.755386,2024-06-13 09:50:18.477718,F-1-S2,S2,PR-7-DIE,40
WO-BPO12-12-16-LIMS,BPO12-12-16-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO12,P1009,BPO12-12-16,Temperature and Humidity Controllers,A40,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-5-STT,40
WO-BPO12-12-16-LIMS,BPO12-12-16-LIMS-P1009-F-1-S2,LIMS,Physical Testing,PO12,P1009,BPO12-12-16,Particle Size Analyzers,A38,On Hold,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-3-PHT,40
WO-BPO12-12-16-LIMS,BPO12-12-16-LIMS-P1009-F-1-S2,LIMS,Chemical Analysis,PO12,P1009,BPO12-12-16,HPLC,A37,In Progress,2024-06-03 09:50:15.755386,2024-06-13 09:50:18.483708,F-1-S2,S2,LI-2-CHA,40
WO-BPO12-12-17-Production-stage1,BPO12-12-17-Production-stage1-P1009-F-1-S2,Production-stage1,Milling,PO12,P1009,BPO12-12-17,Mills,A27,Cancelled,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-3-MIM,40
WO-BPO12-12-17-Production-stage1,BPO12-12-17-Production-stage1-P1009-F-1-S2,Production-stage1,Reactors,PO12,P1009,BPO12-12-17,Reactors,A29,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-6-RER,40
WO-BPO12-12-17-Production-stage1,BPO12-12-17-Production-stage1-P1009-F-1-S2,Production-stage1,Extraction equipment,PO12,P1009,BPO12-12-17,Extraction equipment,A31,On Hold,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-8-EXE,40
WO-BPO12-12-17-LIMS,BPO12-12-17-LIMS-P1009-F-1-S2,LIMS,Environmental Monitoring,PO12,P1009,BPO12-12-17,Air Particle Counters,A39,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-4-ENM,40
WO-BPO12-12-17-LIMS,BPO12-12-17-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO12,P1009,BPO12-12-17,Temperature and Humidity Controllers,A40,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-5-STT,40
WO-BPO12-12-17-LIMS,BPO12-12-17-LIMS-P1009-F-1-S2,LIMS,Physical Testing,PO12,P1009,BPO12-12-17,Particle Size Analyzers,A38,Planned,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-3-PHT,40
WO-BPO12-12-18-Production-stage1,BPO12-12-18-Production-stage1-P1009-F-1-S2,Production-stage1,Granulation,PO12,P1009,BPO12-12-18,Granulators,A26,Planned,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-2-GRG,40
WO-BPO12-12-18-Production-stage1,BPO12-12-18-Production-stage1-P1009-F-1-S2,Production-stage1,Reactors,PO12,P1009,BPO12-12-18,Reactors,A29,Cancelled,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-6-RER,40
WO-BPO12-12-18-LIMS,BPO12-12-18-LIMS-P1009-F-1-S2,LIMS,Environmental Monitoring,PO12,P1009,BPO12-12-18,Air Particle Counters,A39,In Progress,2024-06-03 09:50:15.755386,2024-06-13 09:50:18.500078,F-1-S2,S2,LI-4-ENM,40
WO-BPO12-12-18-LIMS,BPO12-12-18-LIMS-P1009-F-1-S2,LIMS,Physical Testing,PO12,P1009,BPO12-12-18,Particle Size Analyzers,A38,Cancelled,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-3-PHT,40
WO-BPO12-12-18-LIMS,BPO12-12-18-LIMS-P1009-F-1-S2,LIMS,Microbiological Testing,PO12,P1009,BPO12-12-18,Incubators,A36,Planned,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-1-MIT,40
WO-BPO12-12-19-Production-stage1,BPO12-12-19-Production-stage1-P1009-F-1-S2,Production-stage1,Milling,PO12,P1009,BPO12-12-19,Mills,A27,On Hold,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-3-MIM,40
WO-BPO12-12-19-Production-stage1,BPO12-12-19-Production-stage1-P1009-F-1-S2,Production-stage1,Extraction equipment,PO12,P1009,BPO12-12-19,Extraction equipment,A31,On Hold,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-8-EXE,40
WO-BPO12-12-19-LIMS,BPO12-12-19-LIMS-P1009-F-1-S2,LIMS,Physical Testing,PO12,P1009,BPO12-12-19,Particle Size Analyzers,A38,Cancelled,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-3-PHT,40
WO-BPO12-12-19-LIMS,BPO12-12-19-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO12,P1009,BPO12-12-19,Temperature and Humidity Controllers,A40,Cancelled,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-5-STT,40
WO-BPO12-12-19-LIMS,BPO12-12-19-LIMS-P1009-F-1-S2,LIMS,Chemical Analysis,PO12,P1009,BPO12-12-19,HPLC,A37,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-2-CHA,40
WO-BPO12-12-20-Production-stage1,BPO12-12-20-Production-stage1-P1009-F-1-S2,Production-stage1,Blending,PO12,P1009,BPO12-12-20,Blenders,A28,Planned,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-4-BLB,40
WO-BPO12-12-20-Production-stage1,BPO12-12-20-Production-stage1-P1009-F-1-S2,Production-stage1,Mixing ingredients,PO12,P1009,BPO12-12-20,Mixers,A25,In Progress,2024-06-03 09:50:15.755386,2024-06-13 09:50:18.514757,F-1-S2,S2,PR-1-MII,40
WO-BPO12-12-20-Production-stage1,BPO12-12-20-Production-stage1-P1009-F-1-S2,Production-stage1,Milling,PO12,P1009,BPO12-12-20,Mills,A27,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-3-MIM,40
WO-BPO12-12-20-LIMS,BPO12-12-20-LIMS-P1009-F-1-S2,LIMS,Environmental Monitoring,PO12,P1009,BPO12-12-20,Air Particle Counters,A39,Planned,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-4-ENM,40
WO-BPO12-12-20-LIMS,BPO12-12-20-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO12,P1009,BPO12-12-20,Temperature and Humidity Controllers,A40,In Progress,2024-06-03 09:50:15.755386,2024-06-13 09:50:18.520718,F-1-S2,S2,LI-5-STT,40
WO-BPO12-12-20-LIMS,BPO12-12-20-LIMS-P1009-F-1-S2,LIMS,Physical Testing,PO12,P1009,BPO12-12-20,Particle Size Analyzers,A38,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-3-PHT,40
WO-BPO12-12-21-Production-stage1,BPO12-12-21-Production-stage1-P1009-F-1-S2,Production-stage1,Mixing ingredients,PO12,P1009,BPO12-12-21,Mixers,A25,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-1-MII,40
WO-BPO12-12-21-Production-stage1,BPO12-12-21-Production-stage1-P1009-F-1-S2,Production-stage1,Blending,PO12,P1009,BPO12-12-21,Blenders,A28,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-4-BLB,40
WO-BPO12-12-21-Production-stage1,BPO12-12-21-Production-stage1-P1009-F-1-S2,Production-stage1,Granulation,PO12,P1009,BPO12-12-21,Granulators,A26,Planned,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-2-GRG,40
WO-BPO12-12-21-LIMS,BPO12-12-21-LIMS-P1009-F-1-S2,LIMS,Chemical Analysis,PO12,P1009,BPO12-12-21,HPLC,A37,On Hold,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-2-CHA,40
WO-BPO12-12-21-LIMS,BPO12-12-21-LIMS-P1009-F-1-S2,LIMS,Environmental Monitoring,PO12,P1009,BPO12-12-21,Air Particle Counters,A39,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-4-ENM,40
WO-BPO12-12-21-LIMS,BPO12-12-21-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO12,P1009,BPO12-12-21,Temperature and Humidity Controllers,A40,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-5-STT,40
WO-BPO12-12-22-Production-stage1,BPO12-12-22-Production-stage1-P1009-F-1-S2,Production-stage1,Mixing ingredients,PO12,P1009,BPO12-12-22,Mixers,A25,Planned,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-1-MII,30
WO-BPO12-12-22-Production-stage1,BPO12-12-22-Production-stage1-P1009-F-1-S2,Production-stage1,Milling,PO12,P1009,BPO12-12-22,Mills,A27,On Hold,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,PR-3-MIM,30
WO-BPO12-12-22-Production-stage1,BPO12-12-22-Production-stage1-P1009-F-1-S2,Production-stage1,Distillation equipment,PO12,P1009,BPO12-12-22,Distillation equipment,A30,In Progress,2024-06-03 09:50:15.755386,2024-06-13 09:50:18.533762,F-1-S2,S2,PR-7-DIE,30
WO-BPO12-12-22-LIMS,BPO12-12-22-LIMS-P1009-F-1-S2,LIMS,Physical Testing,PO12,P1009,BPO12-12-22,Particle Size Analyzers,A38,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-3-PHT,30
WO-BPO12-12-22-LIMS,BPO12-12-22-LIMS-P1009-F-1-S2,LIMS,Stability Testing,PO12,P1009,BPO12-12-22,Temperature and Humidity Controllers,A40,Planned,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-5-STT,30
WO-BPO12-12-22-LIMS,BPO12-12-22-LIMS-P1009-F-1-S2,LIMS,Microbiological Testing,PO12,P1009,BPO12-12-22,Incubators,A36,Completed,2024-06-03 09:50:15.755386,2024-06-03 09:50:15.755386,F-1-S2,S2,LI-1-MIT,30
WO-BPO13-13-1-Production-stage1,BPO13-13-1-Production-stage1-P1004-F-1-S9,Production-stage1,Mixing ingredients,PO13,P1004,BPO13-13-1,Mixers,A181,Planned,2024-06-02 09:50:15.755386,2024-06-02 09:50:15.755386,F-1-S9,S9,PR-1-MII,70
WO-BPO13-13-1-Production-stage1,BPO13-13-1-Production-stage1-P1004-F-1-S9,Production-stage1,Distillation equipment,PO13,P1004,BPO13-13-1,Distillation equipment,A186,On Hold,2024-06-02 09:50:15.755386,2024-06-02 09:50:15.755386,F-1-S9,S9,PR-7-DIE,70
WO-BPO13-13-1-Production-stage1,BPO13-13-1-Production-stage1-P1004-F-1-S9,Production-stage1,Extraction equipment,PO13,P1004,BPO13-13-1,Extraction equipment,A187,On Hold,2024-06-02 09:50:15.755386,2024-06-02 09:50:15.755386,F-1-S9,S9,PR-8-EXE,70
WO-BPO13-13-1-LIMS,BPO13-13-1-LIMS-P1004-F-1-S9,LIMS,Chemical Analysis,PO13,P1004,BPO13-13-1,HPLC,A193,Completed,2024-06-02 09:50:15.755386,2024-06-02 09:50:15.755386,F-1-S9,S9,LI-2-CHA,70
WO-BPO13-13-1-LIMS,BPO13-13-1-LIMS-P1004-F-1-S9,LIMS,Physical Testing,PO13,P1004,BPO13-13-1,Particle Size Analyzers,A194,Planned,2024-06-02 09:50:15.755386,2024-06-02 09:50:15.755386,F-1-S9,S9,LI-3-PHT,70
WO-BPO13-13-1-LIMS,BPO13-13-1-LIMS-P1004-F-1-S9,LIMS,Microbiological Testing,PO13,P1004,BPO13-13-1,Incubators,A192,Completed,2024-06-02 09:50:15.755386,2024-06-02 09:50:15.755386,F-1-S9,S9,LI-1-MIT,70
WO-BPO13-13-2-Production-stage1,BPO13-13-2-Production-stage1-P1004-F-1-S9,Production-stage1,Milling,PO13,P1004,BPO13-13-2,Mills,A183,Cancelled,2024-06-02 09:50:15.755386,2024-06-02 09:50:15.755386,F-1-S9,S9,PR-3-MIM,70
WO-BPO13-13-2-Production-stage1,BPO13-13-2-Production-stage1-P1004-F-1-S9,Production-stage1,Reactors,PO13,P1004,BPO13-13-2,Reactors,A185,Cancelled,2024-06-02 09:50:15.755386,2024-06-02 09:50:15.755386,F-1-S9,S9,PR-6-RER,70
WO-BPO13-13-2-Production-stage1,BPO13-13-2-Production-stage1-P1004-F-1-S9,Production-stage1,Mixing ingredients,PO13,P1004,BPO13-13-2,Mixers,A181,Planned,2024-06-02 09:50:15.755386,2024-06-02 09:50:15.755386,F-1-S9,S9,PR-1-MII,70
WO-BPO13-13-2-LIMS,BPO13-13-2-LIMS-P1004-F-1-S9,LIMS,Physical Testing,PO13,P1004,BPO13-13-2,Particle Size Analyzers,A194,On Hold,2024-06-02 09:50:15.755386,2024-06-02 09:50:15.755386,F-1-S9,S9,LI-3-PHT,70
